행정구역(시군구)별,연령별,총인구수 (명),남자인구수 (명),여자인구수 (명)
충청남도,77세,14500,6196,8304
충청남도,78세,14127,5831,8296
충청남도,79세,18490,7494,10996
충청남도,80세,15469,6050,9419
충청남도,81세,12132,4649,7483
충청남도,82세,13606,5068,8538
충청남도,83세,12479,4449,8030
충청남도,84세,11208,3967,7241
충청남도,85세,10652,3652,7000
충청남도,86세,9455,3069,6386
충청남도,87세,8030,2561,5469
충청남도,88세,6424,1928,4496
충청남도,89세,5581,1589,3992
충청남도,90세,4086,1075,3011
충청남도,91세,3072,754,2318
충청남도,92세,2552,613,1939
충청남도,93세,2025,437,1588
충청남도,94세,1374,296,1078
충청남도,95세,939,200,739
충청남도,96세,677,135,542
충청남도,97세,453,95,358
충청남도,98세,380,75,305
충청남도,99세,301,39,262
충청남도,100세 이상,428,63,365
전라북도,계,1785392,888291,897101
전라북도,0세,7159,3664,3495
전라북도,1세,8208,4156,4052
전라북도,2세,8996,4612,4384
전라북도,3세,9998,5083,4915
전라북도,4세,11387,5842,5545
전라북도,5세,12680,6490,6190
전라북도,6세,14282,7362,6920
전라북도,7세,14570,7541,7029
전라북도,8세,14739,7543,7196
전라북도,9세,16588,8584,8004
전라북도,10세,16469,8431,8038
전라북도,11세,16941,8680,8261
전라북도,12세,15823,8140,7683
전라북도,13세,16556,8614,7942
전라북도,14세,17855,9187,8668
전라북도,15세,16223,8398,7825
전라북도,16세,16198,8494,7704
전라북도,17세,17298,8931,8367
전라북도,18세,18136,9307,8829
전라북도,19세,18371,9730,8641
전라북도,20세,20139,10629,9510
전라북도,21세,22786,12138,10648
전라북도,22세,21505,11462,10043
전라북도,23세,21308,11709,9599
전라북도,24세,21005,11626,9379
전라북도,25세,20508,11267,9241
전라북도,26세,20392,11326,9066
전라북도,27세,20036,10890,9146
전라북도,28세,19046,10279,8767
전라북도,29세,18920,10041,8879
전라북도,30세,18040,9534,8506
전라북도,31세,16856,8954,7902
전라북도,32세,16281,8606,7675
전라북도,33세,16101,8421,7680
전라북도,34세,16238,8340,7898
전라북도,35세,16790,8607,8183
전라북도,36세,17896,9052,8844
전라북도,37세,18526,9477,9049
전라북도,38세,21090,10771,10319
전라북도,39세,23510,12005,11505
전라북도,40세,24108,12278,11830
전라북도,41세,24458,12449,12009
전라북도,42세,24407,12582,11825
전라북도,43세,22888,11717,11171
전라북도,44세,25017,12699,12318
전라북도,45세,24223,12524,11699
전라북도,46세,25423,13033,12390
전라북도,47세,29124,14982,14142
전라북도,48세,29974,15332,14642
전라북도,49세,29723,15601,14122
전라북도,50세,31654,16653,15001
전라북도,51세,30840,16046,14794
전라북도,52세,30239,15835,14404
전라북도,53세,32024,16644,15380
전라북도,54세,29463,15078,14385
전라북도,55세,29245,15406,13839
전라북도,56세,29612,15271,14341
전라북도,57세,28442,14803,13639
전라북도,58세,26742,13748,12994
전라북도,59세,30550,15722,14828
전라북도,60세,31616,15938,15678
전라북도,61세,35017,17400,17617
전라북도,62세,31248,15521,15727
전라북도,63세,26910,13324,13586
전라북도,64세,27868,14110,13758
전라북도,65세,25317,12664,12653
전라북도,66세,26630,13127,13503
전라북도,67세,24532,11902,12630
전라북도,68세,19286,9407,9879
전라북도,69세,20700,9910,10790
전라북도,70세,18332,8856,9476
전라북도,71세,20496,9683,10813
전라북도,72세,19203,8888,10315
전라북도,73세,17644,8214,9430
전라북도,74세,19877,9162,10715
전라북도,75세,16583,7649,8934
전라북도,76세,12657,5578,7079
전라북도,77세,13247,5584,7663
전라북도,78세,12914,5161,7753
전라북도,79세,18650,7286,11364
전라북도,80세,15976,6157,9819
전라북도,81세,11698,4301,7397
전라북도,82세,12651,4579,8072
전라북도,83세,11421,4037,7384
전라북도,84세,10152,3417,6735
전라북도,85세,9275,2995,6280
전라북도,86세,8491,2667,5824
전라북도,87세,7258,2176,5082
전라북도,88세,5938,1669,4269
전라북도,89세,4709,1231,3478
전라북도,90세,3882,964,2918
전라북도,91세,2908,651,2257
전라북도,92세,2407,571,1836
전라북도,93세,1918,394,1524
전라북도,94세,1513,307,1206
전라북도,95세,859,167,692
전라북도,96세,539,86,453
전라북도,97세,374,67,307
전라북도,98세,349,52,297
전라북도,99세,322,56,266
전라북도,100세 이상,419,57,362
전라남도,계,1832604,922190,910414
전라남도,0세,8035,4083,3952
전라남도,1세,9373,4757,4616
전라남도,2세,10246,5227,5019
전라남도,3세,10819,5498,5321
전라남도,4세,11552,5999,5553
전라남도,5세,13098,6683,6415
전라남도,6세,14144,7277,6867
전라남도,7세,14269,7258,7011
전라남도,8세,14740,7525,7215
전라남도,9세,16484,8341,8143
전라남도,10세,16477,8294,8183
전라남도,11세,16497,8580,7917
전라남도,12세,15411,7904,7507
전라남도,13세,15885,8208,7677
전라남도,14세,17083,8829,8254
전라남도,15세,15615,8012,7603
전라남도,16세,15156,7786,7370
전라남도,17세,16364,8522,7842
전라남도,18세,17303,9007,8296
전라남도,19세,17295,9129,8166
전라남도,20세,19152,10451,8701
전라남도,21세,21394,11927,9467
전라남도,22세,20331,11400,8931
전라남도,23세,19715,11152,8563
전라남도,24세,19511,11026,8485
전라남도,25세,19071,10863,8208
전라남도,26세,19426,11114,8312
전라남도,27세,18490,10455,8035
전라남도,28세,18219,10206,8013
전라남도,29세,17998,9666,8332
전라남도,30세,17286,9383,7903
전라남도,31세,15857,8458,7399
전라남도,32세,15638,8358,7280
전라남도,33세,15427,8138,7289
전라남도,34세,15834,8141,7693
전라남도,35세,16663,8651,8012
전라남도,36세,17706,9169,8537
전라남도,37세,18401,9618,8783
전라남도,38세,21162,10958,10204
전라남도,39세,23696,12642,11054
전라남도,40세,23864,12730,11134
전라남도,41세,24110,12713,11397
전라남도,42세,24526,12769,11757
전라남도,43세,22435,11936,10499
전라남도,44세,24202,12680,11522
전라남도,45세,23455,12669,10786
전라남도,46세,24539,13045,11494
전라남도,47세,27240,14637,12603
전라남도,48세,28634,15393,13241
전라남도,49세,29302,15754,13548
전라남도,50세,31030,16982,14048
전라남도,51세,30967,16723,14244
전라남도,52세,30635,16480,14155
전라남도,53세,32716,17708,15008
전라남도,54세,31075,16706,14369
전라남도,55세,31193,17243,13950
전라남도,56세,31794,17060,14734
전라남도,57세,30541,16208,14333
전라남도,58세,30558,16280,14278
전라남도,59세,32028,17043,14985
전라남도,60세,33179,17088,16091
전라남도,61세,36854,18836,18018
전라남도,62세,33924,17301,16623
전라남도,63세,30575,15713,14862
전라남도,64세,29870,15308,14562
전라남도,65세,26104,13327,12777
전라남도,66세,27556,13884,13672
전라남도,67세,24853,12392,12461
전라남도,68세,19730,9613,10117
전라남도,69세,22997,11096,11901
전라남도,70세,20995,10335,10660
전라남도,71세,20949,10001,10948
전라남도,72세,20995,10093,10902
전라남도,73세,20158,9549,10609
전라남도,74세,21722,9916,11806
전라남도,75세,17798,8028,9770
전라남도,76세,15503,6553,8950
전라남도,77세,15928,6618,9310
전라남도,78세,14917,5760,9157
전라남도,79세,22101,8545,13556
전라남도,80세,18279,6880,11399
전라남도,81세,15857,5601,10256
전라남도,82세,15526,5357,10169
전라남도,83세,13912,4554,9358
전라남도,84세,12380,3863,8517
전라남도,85세,10867,3201,7666
전라남도,86세,9328,2659,6669
전라남도,87세,8220,2193,6027
전라남도,88세,6444,1614,4830
전라남도,89세,5431,1343,4088
전라남도,90세,4356,949,3407
전라남도,91세,3651,707,2944
전라남도,92세,3008,628,2380
전라남도,93세,1987,398,1589
전라남도,94세,1458,283,1175
전라남도,95세,981,154,827
전라남도,96세,676,112,564
전라남도,97세,499,101,398
전라남도,98세,526,78,448
전라남도,99세,373,56,317
전라남도,100세 이상,470,49,421
경상북도,계,2624310,1322509,1301801
경상북도,0세,11591,5922,5669
경상북도,1세,12728,6549,6179
경상북도,2세,14165,7226,6939
경상북도,3세,15775,8184,7591
경상북도,4세,16964,8730,8234
경상북도,5세,19588,9995,9593
경상북도,6세,20952,10747,10205
경상북도,7세,20854,10736,10118
경상북도,8세,21099,10947,10152
경상북도,9세,23313,12137,11176
경상북도,10세,22587,11691,10896
경상북도,11세,22236,11476,10760
경상북도,12세,20984,10915,10069
경상북도,13세,21878,11482,10396
경상북도,14세,23286,12037,11249
경상북도,15세,21152,11160,9992
경상북도,16세,21117,11126,9991
경상북도,17세,22159,11801,10358
경상북도,18세,23223,12292,10931
경상북도,19세,23126,12362,10764
경상북도,20세,26128,14141,11987
경상북도,21세,29560,16512,13048
경상북도,22세,28287,15883,12404
경상북도,23세,26807,15360,11447
경상북도,24세,27458,15705,11753
경상북도,25세,26938,15574,11364
경상북도,26세,27677,16005,11672
경상북도,27세,27372,15790,11582
경상북도,28세,26713,15276,11437
경상북도,29세,27585,15357,12228
경상북도,30세,26684,14754,11930
경상북도,31세,25259,13991,11268
경상북도,32세,24987,13953,11034
경상북도,33세,24946,13668,11278
경상북도,34세,25890,13853,12037
경상북도,35세,26394,13936,12458
경상북도,36세,27572,14725,12847
경상북도,37세,27877,14500,13377
경상북도,38세,32049,16775,15274
경상북도,39세,36139,18596,17543
경상북도,40세,37736,19485,18251
경상북도,41세,36967,19445,17522
경상북도,42세,36868,19249,17619
경상북도,43세,32936,17399,15537
경상북도,44세,35215,18190,17025
경상북도,45세,34470,17977,16493
경상북도,46세,37072,19153,17919
경상북도,47세,40583,21036,19547
경상북도,48세,42177,21591,20586
경상북도,49세,42793,22602,20191
경상북도,50세,44169,23289,20880
경상북도,51세,45196,23572,21624
경상북도,52세,45645,23761,21884
경상북도,53세,48155,24848,23307
경상북도,54세,44852,22833,22019
경상북도,55세,44192,23562,20630
경상북도,56세,45384,23212,22172
경상북도,57세,44661,23159,21502
경상북도,58세,42782,22021,20761
경상북도,59세,48956,25327,23629
경상북도,60세,51596,26271,25325
경상북도,61세,52209,26361,25848
경상북도,62세,51087,25387,25700
경상북도,63세,43756,22142,21614
경상북도,64세,44568,22813,21755
경상북도,65세,42282,21284,20998
경상북도,66세,41567,20347,21220
경상북도,67세,37271,18527,18744
경상북도,68세,33744,16252,17492
경상북도,69세,36375,17400,18975
경상북도,70세,29044,13898,15146
경상북도,71세,27064,12996,14068
경상북도,72세,28752,13893,14859
경상북도,73세,28250,13474,14776
경상북도,74세,26957,12641,14316
경상북도,75세,19667,9161,10506
경상북도,76세,16295,7126,9169
경상북도,77세,20261,8322,11939
경상북도,78세,21805,8585,13220
경상북도,79세,26601,10524,16077
경상북도,80세,21094,8103,12991
경상북도,81세,18373,6644,11729
경상북도,82세,19645,7017,12628
경상북도,83세,16661,5656,11005
경상북도,84세,14749,4828,9921
경상북도,85세,13718,4290,9428
경상북도,86세,12118,3668,8450
경상북도,87세,10511,2979,7532
경상북도,88세,8138,2220,5918
경상북도,89세,6900,1747,5153
경상북도,90세,5385,1290,4095
경상북도,91세,4134,889,3245
경상북도,92세,3136,664,2472
경상북도,93세,2639,491,2148
경상북도,94세,1976,406,1570
경상북도,95세,1198,193,1005
경상북도,96세,929,144,785
경상북도,97세,539,104,435
경상북도,98세,512,78,434
경상북도,99세,330,55,275
경상북도,100세 이상,566,59,507
경상남도,계,3311438,1666968,1644470
경상남도,0세,14738,7675,7063
경상남도,1세,16669,8544,8125
경상남도,2세,18941,9708,9233
경상남도,3세,21503,11001,10502
경상남도,4세,23936,12399,11537
경상남도,5세,27533,14158,13375
경상남도,6세,30284,15558,14726
경상남도,7세,30597,15813,14784
경상남도,8세,30286,15501,14785
경상남도,9세,33947,17485,16462
경상남도,10세,33303,17065,16238
경상남도,11세,33191,17201,15990
경상남도,12세,30825,15973,14852
경상남도,13세,32163,16533,15630
경상남도,14세,34513,17794,16719
경상남도,15세,30404,15870,14534
경상남도,16세,29271,15206,14065
경상남도,17세,31445,16639,14806
경상남도,18세,32394,17061,15333
경상남도,19세,31852,17020,14832
경상남도,20세,34998,19297,15701
경상남도,21세,38837,21759,17078
경상남도,22세,36861,20468,16393
경상남도,23세,35551,20082,15469
경상남도,24세,35543,20015,15528
경상남도,25세,35988,20456,15532
경상남도,26세,35901,20349,15552
경상남도,27세,35740,20046,15694
경상남도,28세,35525,19656,15869
경상남도,29세,36101,19706,16395
경상남도,30세,35642,19202,16440
경상남도,31세,33060,17920,15140
경상남도,32세,33382,17938,15444
경상남도,33세,33302,17604,15698
경상남도,34세,34091,17599,16492
경상남도,35세,35187,18391,16796
경상남도,36세,37748,19723,18025
경상남도,37세,39310,20236,19074
경상남도,38세,45124,23202,21922
경상남도,39세,50687,25933,24754
경상남도,40세,53321,27435,25886
경상남도,41세,53664,27640,26024
경상남도,42세,52898,27305,25593
경상남도,43세,47834,24877,22957
경상남도,44세,49459,25253,24206
경상남도,45세,47661,24632,23029
경상남도,46세,50827,25938,24889
경상남도,47세,55031,28180,26851
경상남도,48세,58726,29807,28919
경상남도,49세,57557,30035,27522
경상남도,50세,60722,31312,29410
경상남도,51세,61373,31576,29797
경상남도,52세,61149,31132,30017
경상남도,53세,61790,31320,30470
경상남도,54세,58690,29231,29459
경상남도,55세,55416,29351,26065
경상남도,56세,56969,28820,28149
경상남도,57세,53457,27236,26221
경상남도,58세,49838,25717,24121
경상남도,59세,59896,30722,29174
경상남도,60세,62306,31166,31140
경상남도,61세,64359,32028,32331
경상남도,62세,56638,28444,28194
경상남도,63세,52074,26437,25637
경상남도,64세,51615,25940,25675
경상남도,65세,47236,23547,23689
경상남도,66세,48129,23383,24746
경상남도,67세,41819,20931,20888
경상남도,68세,34265,16635,17630
경상남도,69세,38099,18561,19538
경상남도,70세,30662,14644,16018
경상남도,71세,28643,13713,14930
경상남도,72세,29778,14078,15700
경상남도,73세,28882,13639,15243
경상남도,74세,27873,12727,15146
경상남도,75세,22405,10209,12196
경상남도,76세,17450,7693,9757
경상남도,77세,21245,8919,12326
경상남도,78세,20089,8014,12075
경상남도,79세,23389,8965,14424
경상남도,80세,20907,7830,13077
경상남도,81세,18032,6427,11605
경상남도,82세,17469,5930,11539
경상남도,83세,15290,5008,10282
경상남도,84세,13499,4291,9208
경상남도,85세,12770,3870,8900
경상남도,86세,10951,3108,7843
경상남도,87세,9607,2577,7030
경상남도,88세,7470,1882,5588
경상남도,89세,6329,1432,4897
경상남도,90세,5084,1054,4030
경상남도,91세,3863,722,3141
경상남도,92세,3084,596,2488
경상남도,93세,2335,426,1909
경상남도,94세,1656,296,1360
경상남도,95세,1114,188,926
경상남도,96세,822,114,708
경상남도,97세,476,77,399
경상남도,98세,399,60,339
경상남도,99세,267,44,223
경상남도,100세 이상,407,58,349
제주특별자치도,계,676691,339071,337620
제주특별자치도,0세,3600,1840,1760
제주특별자치도,1세,3955,2084,1871
제주특별자치도,2세,4631,2339,2292
제주특별자치도,3세,5071,2637,2434
제주특별자치도,4세,5575,2848,2727
제주특별자치도,5세,6255,3211,3044
제주특별자치도,6세,6814,3559,3255
제주특별자치도,7세,6966,3545,3421
제주특별자치도,8세,6970,3560,3410
제주특별자치도,9세,7869,4015,3854
제주특별자치도,10세,7393,3852,3541
제주특별자치도,11세,7464,3865,3599
제주특별자치도,12세,6951,3585,3366
제주특별자치도,13세,7006,3625,3381
제주특별자치도,14세,7462,3831,3631
제주특별자치도,15세,6874,3592,3282
제주특별자치도,16세,6503,3477,3026
제주특별자치도,17세,6700,3523,3177
제주특별자치도,18세,7179,3751,3428
제주특별자치도,19세,6747,3641,3106
제주특별자치도,20세,7476,4004,3472
제주특별자치도,21세,8389,4450,3939
제주특별자치도,22세,7867,4207,3660
제주특별자치도,23세,7774,4118,3656
제주특별자치도,24세,8015,4267,3748
제주특별자치도,25세,7902,4166,3736
제주특별자치도,26세,8222,4327,3895
제주특별자치도,27세,8270,4385,3885
제주특별자치도,28세,8354,4333,4021
제주특별자치도,29세,8413,4429,3984
제주특별자치도,30세,7945,4062,3883
제주특별자치도,31세,7314,3768,3546
제주특별자치도,32세,6959,3572,3387
제주특별자치도,33세,6985,3422,3563
제주특별자치도,34세,7099,3595,3504
제주특별자치도,35세,7404,3729,3675
제주특별자치도,36세,8038,4062,3976
제주특별자치도,37세,8383,4130,4253
제주특별자치도,38세,9508,4733,4775
제주특별자치도,39세,11026,5480,5546
제주특별자치도,40세,11242,5643,5599
제주특별자치도,41세,11162,5698,5464
제주특별자치도,42세,11434,5657,5777
제주특별자치도,43세,9638,4876,4762
제주특별자치도,44세,10491,5356,5135
제주특별자치도,45세,10181,5331,4850
제주특별자치도,46세,10657,5536,5121
제주특별자치도,47세,11829,6259,5570
제주특별자치도,48세,12034,6165,5869
제주특별자치도,49세,12560,6460,6100
제주특별자치도,50세,13181,6806,6375
제주특별자치도,51세,12521,6486,6035
제주특별자치도,52세,12283,6400,5883
제주특별자치도,53세,12151,6259,5892
제주특별자치도,54세,11192,5831,5361
제주특별자치도,55세,11207,5966,5241
제주특별자치도,56세,10799,5651,5148
제주특별자치도,57세,10460,5377,5083
제주특별자치도,58세,10856,5645,5211
제주특별자치도,59세,10531,5390,5141
제주특별자치도,60세,10567,5313,5254
제주특별자치도,61세,10943,5524,5419
제주특별자치도,62세,10129,5038,5091
제주특별자치도,63세,9248,4683,4565
제주특별자치도,64세,8817,4408,4409
제주특별자치도,65세,8381,4147,4234
제주특별자치도,66세,8358,4087,4271
제주특별자치도,67세,7178,3530,3648
제주특별자치도,68세,5596,2628,2968
제주특별자치도,69세,5967,2896,3071
제주특별자치도,70세,5049,2431,2618
제주특별자치도,71세,5114,2397,2717
제주특별자치도,72세,4885,2264,2621
제주특별자치도,73세,5309,2564,2745
제주특별자치도,74세,5183,2373,2810
제주특별자치도,75세,4628,2106,2522
제주특별자치도,76세,3953,1830,2123
제주특별자치도,77세,3981,1740,2241
제주특별자치도,78세,3782,1614,2168
제주특별자치도,79세,4015,1689,2326
제주특별자치도,80세,3826,1535,2291
제주특별자치도,81세,3271,1265,2006
제주특별자치도,82세,3243,1211,2032
제주특별자치도,83세,2911,1050,1861
제주특별자치도,84세,2603,891,1712
제주특별자치도,85세,2361,755,1606
제주특별자치도,86세,2070,664,1406
제주특별자치도,87세,1984,567,1417
제주특별자치도,88세,1749,448,1301
제주특별자치도,89세,1352,310,1042
제주특별자치도,90세,1019,229,790
제주특별자치도,91세,829,147,682
제주특별자치도,92세,757,134,623
제주특별자치도,93세,465,69,396
제주특별자치도,94세,331,28,303
제주특별자치도,95세,226,32,194
제주특별자치도,96세,177,14,163
제주특별자치도,97세,103,12,91
제주특별자치도,98세,245,14,231
제주특별자치도,99세,151,13,138
제주특별자치도,100세 이상,198,10,188
